,date,year,month,day,time,hour,minute,latitude,longitude,material_at_origin,land_use_at_origin,size,suppressed_by,suppressing_agency,facility_identification,other_companies,voltage_volts_,equipment_involved_with_ignition,type,was_there_an_outage,date_1,time_1,suspected_initiating_event,equipment_facility_failure,contact_from_object,facility_contacted,contributing_factor,unnamed_23,material_at_origin_comments,voltage
210,10/17/2014,2014,10,17,12:13:41 AM,0,13,40.016344,-122.225214,Vegetation,Rural,< 0.25 Acres,Unknown,,Pole BA 28/299,AT&T,60000,Conductor,Overhead,Yes,10/17/2014 13:41,10/17/2014 13:41,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
211,10/20/2014,2014,10,20,12:01:23 AM,0,1,38.0271917,-121.941965,Vegetation,Urban,< 3 meters ,Fire Agency,CONTRA COSTA,100450134,AT&T,0 – 750,Conductor,Overhead,No, , ,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
212,10/20/2014,2014,10,20,12:13:30 AM,0,13,38.7825333,-122.6926283,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Cal Fire,3 SPANS SOURCESIDE OF MTR#1008647890,,12000,Conductor,Overhead,Yes,10/20/2014 13:30,10/20/2014 13:30,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
213,10/21/2014,2014,10,21,12:02:54 AM,0,2,37.396428,-121.839597,Vegetation,Rural,< 3 meters ,Fire Agency,SJFIR,3 SP W/O 2089,,12000,Conductor,Overhead,Yes,10/21/2014 2:54,10/21/2014 2:54,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
214,10/22/2014,2014,10,22,12:16:45 AM,0,16,38.379158,-120.50073,Vegetation,Rural,< 0.25 Acres,Fire Agency,West Point Fire,101251221,,0 – 750,Conductor,Overhead,No, , ,Wire-Wire Contact,N.A.,N.A.,N.A.,Unknown,,,
215,10/22/2014,2014,10,22,12:20:51 AM,0,20,39.006774,-120.74372,Vegetation,Rural,< 0.25 Acres,Fire Agency,Cal Fire,Sw 49,None,60000,Switch,Overhead,Yes,10/22/2014 20:51,10/22/2014 20:51,Equipment/ Facility Failure,Switch,N.A.,N.A.,Unknown,,,
216,10/23/2014,2014,10,23,12:12:45 AM,0,12,35.42182,-119.02789,Vegetation,Urban,< 3 meters ,Fire Agency,KERN COUNTY FD,100143992,AT&T,12000,Conductor,Overhead,Yes,10/23/2014 12:45,10/23/2014 12:45,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
217,10/25/2014,2014,10,25,12:03:04 AM,0,3,40.29567,-123.8269867,Vegetation,Rural,< 3 meters ,Fire Agency,Cal Fire,2374 ELK CRK MTR#1008024164,,12000,Conductor,Overhead,Yes,10/25/2014 3:04,10/25/2014 3:04,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
218,10/25/2014,2014,10,25,12:10:52 AM,0,10,38.37811999,-120.5116,Vegetation,Rural,< 3 meters ,Fire Agency,West Point Fire,101249034,,0 – 750,Unknown,Overhead,No, , ,Equipment/ Facility Failure,Insulator,N.A.,N.A.,Unknown,,,
219,10/25/2014,2014,10,25,12:14:35 AM,0,14,37.0557667,-121.0560933,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Cal Fire,1 POLE N/OF MTR #1009070700.,,12000,Conductor,Overhead,Yes,10/25/2014 14:35,10/25/2014 14:35,Equipment/ Facility Failure,Other,N.A.,N.A.,Unknown,,,
220,10/25/2014,2014,10,25,12:14:45 AM,0,14,36.55751,-121.927949,Vegetation,Urban,< 3 meters ,Fire Agency,city fire dept,101739963,AT&T,0 – 750,Conductor,Overhead,Yes,10/25/2014 14:45,10/25/2014 14:45,Equipment/ Facility Failure,Crossarm,N.A.,N.A.,Unknown,,,
221,10/26/2014,2014,10,26,12:22:24 AM,0,22,34.53516,-120.296617,Vegetation,Rural,< 3 meters ,Fire Agency,Santa Barbara CO,@ MTR #1008719129,,12000,Conductor,Overhead,Yes,10/26/2014 22:24,10/26/2014 22:24,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
222,10/27/2014,2014,10,27,12:06:34 AM,0,6,34.8659867,-120.3783817,Vegetation,Rural,< 3 meters ,Fire Agency,Santa Barbara CO,101872138,Verizon,12000,Conductor,Overhead,No, , ,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,,,
223,10/28/2014,2014,10,28,12:12:01 AM,0,12,38.81685,-122.56607,Vegetation,Rural,< 3 meters ,Fire Agency,Cal Fire,102208452,AT&T,12000,Conductor,Overhead,Yes,10/28/2014 12:01,10/28/2014 12:01,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
224,10/28/2014,2014,10,28,12:16:34 AM,0,16,38.21425,-122.2577167,Vegetation,Rural,< 0.25 Acres,Fire Agency,American Cyn Fire / CAL Fire,102290370,AT&T,12000,Conductor,Overhead,No, , ,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
225,10/29/2014,2014,10,29,12:13:22 AM,0,13,39.480295,-122.24927,Vegetation,Rural,< 3 meters ,Fire Agency,WILLOWS FIRE DEPT,RISER POLE LOAD SIDE OF STEP UP BANK 62006,,21000,Lightning Arrestor,Overhead,Yes,10/29/2014 13:22,10/29/2014 13:22,Equipment/ Facility Failure,Lightning Arrestor,N.A.,N.A.,Unknown,,,
226,11/1/2014,2014,11,1,12:09:10 AM,0,9,37.185932,-122.001203,Vegetation,Rural,< 3 meters ,Fire Agency,Cal Fire/ Santa Clara County Fire,100551454,Verizon,12000,Conductor,Overhead,Yes,11/1/2014 9:10,11/1/2014 9:10,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
227,11/1/2014,2014,11,1,12:20:52 AM,0,20,41.134383,-124.15211,Vegetation,Rural,< 3 meters ,Fire Agency,CAL FIRE,100980319, ,12000,Conductor,Overhead,Yes,11/1/2014 20:52,11/1/2014 20:52,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
228,11/5/2014,2014,11,5,12:08:34 AM,0,8,38.444471,-122.249299,Vegetation,Rural,< 3 meters ,Fire Agency,Cal Fire,102291451,AT&T,12000,Conductor,Overhead,Yes,11/5/2014 8:34,11/5/2014 8:34,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
229,11/6/2014,2014,11,6,12:10:42 AM,0,10,36.98111,-120.026498,Vegetation,Rural,< 0.25 Acres,Fire Agency,Cal Fire,15882 WATSON RD MADERA, ,12000,Conductor,Overhead,Yes,11/6/2014 10:42,11/6/2014 10:42,Equipment/ Facility Failure,Pole,N.A.,N.A.,Unknown,,,
230,11/6/2014,2014,11,6,12:14:56 AM,0,14,37.056745,-120.814975,Vegetation,Rural,< 3 meters ,Self Extinguished,,101201387,AT&T,0 – 750,Conductor,Overhead,No, , ,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
231,11/7/2014,2014,11,7,12:06:12 AM,0,6,35.31694999,-120.679609,Vegetation,Urban,< 3 meters ,Fire Agency,Cal Fire,FUSE 11065, ,12000,Conductor,Overhead,Yes,11/7/2014 6:12,11/7/2014 6:12,Wire-Wire Contact,N.A.,N.A.,N.A.,Unknown,,,
232,11/8/2014,2014,11,8,12:15:02 AM,0,15,38.182087,-122.669294,Vegetation,Rural,< 3 meters ,Customer,,5450 RED HILL RD, ,0 – 750,Conductor,Overhead,No, , ,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,,,
233,11/9/2014,2014,11,9,12:06:34 AM,0,6,37.941918,-122.375504,Vegetation,Rural,< 3 meters ,Fire Agency,RICHMOND PD,101443361,AT&T,12000,Conductor,Overhead,Yes,11/9/2014 6:34,11/9/2014 6:34,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,,,
234,11/14/2014,2014,11,14,12:12:37 AM,0,12,37.65104999,-122.45408,Vegetation,Urban,< 3 meters ,Fire Agency,PACIFICA FD,ON #4 LINE SIDE OF 11949 & 6053, ,12000,Conductor,Overhead,Yes,11/14/2014 12:37,11/14/2014 12:37,Contact From Object,N.A.,Vehicle,Electric Facility,Human Error,,,
235,11/16/2014,2014,11,16,12:05:29 AM,0,5,37.5305067,-122.5165317,Vegetation,Rural,< 3 meters ,Fire Agency,Cal Fire,2166 Vallemar  Moss beach, ,12000,Conductor,Overhead,Yes,11/16/2014 5:29,11/16/2014 5:29,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
236,11/16/2014,2014,11,16,12:17:55 AM,0,17,37.511832,-121.971801,Vegetation,Urban,< 0.25 Acres,Fire Agency,FREMONT FIRE DEPT,IRO 42979 EVERGLADES PARK DR, ,0 – 750,Conductor,Overhead,No, , ,Contact From Object,N.A.,Other,Electric Facility,Human Error,Soccer ball?,,
237,11/17/2014,2014,11,17,12:17:15 AM,0,17,38.04444,-122.86065,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,marin county fire,1 SPAN LD SIDE OF FUCO 6803, ,12000,Conductor,Overhead,Yes,11/17/2014 17:15,11/17/2014 17:15,Equipment/ Facility Failure,Crossarm,N.A.,N.A.,Unknown,,,
238,11/18/2014,2014,11,18,12:14:16 AM,0,14,37.035305,-122.086565,Vegetation,Rural,< 0.25 Acres,Fire Agency,Felton Fire Dept.,101798988, ,21000,Conductor,Overhead,Yes,11/18/2014 14:16,11/18/2014 14:16,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
239,11/22/2014,2014,11,22,12:06:29 AM,0,6,36.747234,-119.785909,Vegetation,Urban,< 3 meters ,Fire Agency,FRESNO CITY FIRE,MTR# 1008712302, ,12000,Conductor,Overhead,Yes,11/22/2014 6:29,11/22/2014 6:29,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,,,
240,11/23/2014,2014,11,23,12:05:45 AM,0,5,40.162759,-122.238156,Vegetation,Urban,< 3 meters ,Self Extinguished,,MTR #1008299414, ,12000,Conductor,Overhead,Yes,11/23/2014 5:45,11/23/2014 5:45,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,,,
241,11/24/2014,2014,11,24,12:15:29 AM,0,15,37.44018,-121.918797,Vegetation,Urban,< 0.25 Acres,Fire Agency,Milpitas Fire Department,back yard of 599 Redwood ave, ,0 – 750,Unknown,Overhead,No, , ,Unknown,N.A.,N.A.,N.A.,Unknown,,,
242,11/28/2014,2014,11,28,12:01:17 AM,0,1,37.989241,-122.314608,Vegetation,Urban,< 0.25 Acres,Fire Agency, ,101425748,AT&T,0 – 750,Conductor,Overhead,No, , ,Unknown,N.A.,N.A.,N.A.,Unknown,,,
243,11/29/2014,2014,11,29,12:14:21 AM,0,14,36.72782999,-119.701219,Other,Urban,Structure Only ,Fire Agency, ,100814277,AT&T,0 – 750,Conductor,Overhead,No, , ,Unknown,N.A.,N.A.,N.A.,Unknown,roof burned,,
244,12/8/2014,2014,12,8,12:09:51 AM,0,9,36.83747999,-119.78998,Vegetation,Urban,< 3 meters ,Self Extinguished,,101780312, ,21000,Conductor,Overhead,Yes,12/8/2014 9:51,12/8/2014 9:51,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
245,12/8/2014,2014,12,8,12:18:33 AM,0,18,37.463067,-122.260094,Vegetation,Urban,< 0.25 Acres,Fire Agency,REDWOOD CITY FD,100300013,AT&T,12000,Conductor,Overhead,Yes,12/8/2014 18:33,12/8/2014 18:33,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,,,
246,12/12/2014,2014,12,12,12:04:07 AM,0,4,36.63785,-121.81246,Vegetation,Rural,< 3 meters ,Utility: PG&E, ,101762582,AT&T,12000,Conductor,Overhead,Yes,12/12/2014 4:07,12/12/2014 4:07,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
247,12/12/2014,2014,12,12,12:22:15 AM,0,22,37.391795,-122.2670467,Vegetation,Rural,< 3 meters ,Unknown,,IFO 75 RANCH RD WOODSIDE, ,12000,Conductor,Overhead,Yes,12/12/2014 22:15,12/12/2014 22:15,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
248,12/14/2014,2014,12,14,12:04:52 AM,0,4,38.42004999,-120.823689,Other,Rural,Structure Only ,Fire Agency,Sutter creek fire,101238361,AT&T,12000,Conductor,Overhead,Yes,12/14/2014 4:52,12/14/2014 4:52,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,vehicle burned,,
249,12/19/2014,2014,12,19,12:13:50 AM,0,13,37.460979,-122.176861,Vegetation,Urban,< 3 meters ,Fire Agency,MENLO PARK,100298576,AT&T,12000,Conductor,Overhead,Yes,12/19/2014 13:50,12/19/2014 13:50,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,,,
250,12/25/2014,2014,12,25,12:10:50 AM,0,10,36.383716,-121.8663,Vegetation,Rural,< 3 meters ,Fire Agency,Mid Valley FD ?,101669474,AT&T,12000,Conductor,Overhead,Yes,12/25/2014 10:50,12/25/2014 10:50,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
251,12/29/2014,2014,12,29,12:11:58 AM,0,11,38.16612999,-122.253609,Other,Urban,Structure Only ,Fire Agency,VALLEJO FD,1740 BROADWAY, ,12000,Conductor,Overhead,Yes,12/29/2014 11:58,12/29/2014 11:58,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,mobile home burned,,
252,12/30/2014,2014,12,30,12:09:00 AM,0,9,38.40586,-120.515324,Vegetation,Rural,< 0.25 Acres,Fire Agency,Cal Fire,674 SMITTY LN,  ,12000,Conductor,Overhead,Yes,12/30/2014 9:00,12/30/2014 9:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
253,12/30/2014,2014,12,30,12:15:53 AM,0,15,38.016516,-122.13662,Other,Urban,Structure Only ,Fire Agency,MARTINEZ FIRE,100444078, ,21000,Conductor,Overhead,Yes,12/30/2014 15:53,12/30/2014 15:53,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,vehicle burned,,
0,1/8/2015,2015,1,8,12:15:18 AM,0,15,37.36630999,-121.883169,Other,Rural,< 0.25 Acres,Fire Agency,SJFD,100566657,None,12000,Conductor,Subsurface,Yes,1/8/2015 15:18,1/8/2015 15:18,Contact From Object,N.A.,Vehicle,Electric Facility,Human Error,,,
1,1/10/2015,2015,1,10,12:13:07 AM,0,13,38.089032,-122.208693,Vegetation,Urban,< 0.25 Acres,Utility: PG&E,,102217759,,12000,Conductor,Overhead,Yes,1/10/2015 13:07,1/10/2015 13:07,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
2,1/16/2015,2015,1,16,12:07:07 AM,0,7,38.775327,-122.700442,Vegetation,Rural,< 3 meters ,Fire Agency,CAL FIRE,102167494,Pacific Bell,0 – 750,Conductor,Overhead,No, , ,Unknown,N.A.,N.A.,N.A.,Unknown,,,
3,1/26/2015,2015,1,26,12:03:51 AM,0,3,37.05394,-122.15867,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,,,12000,Conductor,Overhead,Yes,1/26/2015 3:51,1/26/2015 3:51,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
4,2/6/2015,2015,2,6,12:06:01 AM,0,6,38.60589,-121.02213,Vegetation,Rural,< 3 meters ,Fire Agency,,"6661 Ryan Ranch Road, El Dorado Hills",,21000,Conductor,Overhead,Yes,2/6/2015 6:01,2/6/2015 6:01,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
5,2/6/2015,2015,2,6,12:14:08 AM,0,14,36.40321,-121.91088,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,CAL FIRE,loadside of 40283,,12000,Conductor,Overhead,Yes,2/6/2015 14:08,2/6/2015 14:08,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
6,2/7/2015,2015,2,7,12:15:13 AM,0,15,38.08711999,-122.549629,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,NOVATO FIRE DEPARTMENT,103598139,,12000,Conductor,Overhead,Yes,2/7/2015 15:13,2/7/2015 15:13,Equipment/ Facility Failure,Pole,N.A.,N.A.,Unknown,,,
7,2/7/2015,2015,2,7,12:18:38 AM,0,18,40.46741,-123.65446,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,"mile marker 36.61, hwy 36, bridgeville",,12000,Conductor,Overhead,Yes,2/7/2015 18:38,2/7/2015 18:38,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
8,2/13/2015,2015,2,13,12:16:01 AM,0,16,35.362843,-118.966149,Vegetation,Urban,< 0.25 Acres,Fire Agency,Bakersfield FD,"512 Wilma Street, Bakersfield",,0 – 750,Conductor,Overhead,Yes,2/13/2015 16:01,2/13/2015 16:01,Contact From Object,N.A.,Vegetation,Electric Facility,Human Error,Third-party caused,,
9,2/16/2015,2015,2,16,12:11:08 AM,0,11,37.35996,-120.852329,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,101206051,,12000,Conductor,Overhead,Yes,2/16/2015 11:08,2/16/2015 11:08,Contact From Object,N.A.,Vehicle,Pole,Human Error,,,
10,2/17/2015,2015,2,17,12:16:46 AM,0,16,39.762835,-121.582683,Vegetation,Urban,< 3 meters ,Fire Agency,butte county,100324934,Pacific Bell,12000,Conductor,Overhead,Yes,2/17/2015 16:46,2/17/2015 16:46,Contact From Object,N.A.,Vegetation,Electric Facility,Human Error,Third-party caused,,
11,2/22/2015,2015,2,22,12:14:20 AM,0,14,38.816,-122.1831767,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Capay,101592201,,21000,Conductor,Overhead,Yes,2/22/2015 14:20,2/22/2015 14:20,Contact From Object,N.A.,Vehicle,Pole,Human Error,,,
12,2/23/2015,2015,2,23,12:02:05 AM,0,2,39.302734,-121.01749,Vegetation,Rural,< 3 meters ,Fire Agency,NEVADA CITY FIRE,100086316,,12000,Conductor,Overhead,Yes,2/23/2015 2:05,2/23/2015 2:05,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
13,2/23/2015,2015,2,23,12:13:25 AM,0,13,38.50455,-122.74081,Vegetation,Rural,< 0.25 Acres,Fire Agency,RINCON VALLEY,BEHIND 4870 CARRIAGE LN SANTA ROSA,,12000,Conductor,Overhead,Yes,2/23/2015 13:25,2/23/2015 13:25,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
14,2/25/2015,2015,2,25,12:02:34 AM,0,2,36.75618,-119.78001,Vegetation,Urban,< 3 meters ,Fire Agency,CITY OF FRESNO,100869017,Pacific Bell,12000,Fuse,Overhead,Yes,2/25/2015 2:34,2/25/2015 2:34,Equipment/ Facility Failure,Fuse,N.A.,N.A.,Unknown,,,
15,2/25/2015,2015,2,25,12:16:42 AM,0,16,34.89209999,-120.503969,Vegetation,Rural,< 3 meters ,Customer,,,,0 – 750,Conductor,Overhead,Yes,2/25/2015 16:42,2/25/2015 16:42,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,,,
16,3/4/2015,2015,3,4,12:18:44 AM,0,18,38.99945,-122.75451,Vegetation,Rural,< 0.25 Acres,Fire Agency,Kelseyville FD,102156367,Pacific Bell,12000,Conductor,Overhead,Yes,3/4/2015 18:44,3/4/2015 18:44,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,,,
17,3/7/2015,2015,3,7,12:13:35 AM,0,13,38.70909,-122.64837,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,"14417 western mine rd, Middletown",,12000,Conductor,Overhead,Yes,3/7/2015 13:35,3/7/2015 13:35,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
18,3/9/2015,2015,3,9,12:09:36 AM,0,9,38.73283,-120.75239,Building,Urban,Structure Only ,Unknown,,101399208,Pacific Bell,12000,Conductor,Overhead,Yes,3/9/2015 9:36,3/9/2015 9:36,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
19,3/14/2015,2015,3,14,12:02:30 AM,0,2,38.90381,-122.7579,Vegetation,Rural,< 0.25 Acres,Unknown,,"9210 Wildcat Road, Kelseyville",,12000,Conductor,Overhead,Yes,3/14/2015 2:30,3/14/2015 2:30,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
20,3/14/2015,2015,3,14,12:14:17 AM,0,14,38.8252517,-121.1363233,Vegetation,Rural,< 3 meters ,Fire Agency,LOOMIS FIRE,100051369,Pacific Bell,0 – 750,Conductor,Overhead,No, , ,Contact From Object,N.A.,Balloons,Electric Facility,Human Error,,,
21,3/14/2015,2015,3,14,12:22:09 AM,0,22,36.89154,-121.71191,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,103525395,,21000,Conductor,Overhead,Yes,3/14/2015 22:09,3/14/2015 22:09,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
22,3/15/2015,2015,3,15,12:03:26 AM,0,3,35.369325,-118.928035,Vegetation,Urban,< 0.25 Acres,Fire Agency,KERN COUNTY FIRE DEPT,100216241,Pacific Bell,0 – 750,Unknown,Overhead,No, , ,Unknown,N.A.,N.A.,N.A.,Unknown,,,
23,3/15/2015,2015,3,15,12:03:38 AM,0,3,36.93396,-119.780215,Vegetation,Rural,< 3 meters ,Unknown,,101121519,None,21000,Conductor,Overhead,Yes,3/15/2015 3:38,3/15/2015 3:38,Equipment/ Facility Failure,Pole,N.A.,N.A.,Unknown,,,
24,3/15/2015,2015,3,15,12:22:47 AM,0,22,38.33456999,-120.532529,Vegetation,Rural,< 3 meters ,Fire Agency,CAL FIRE,103106530,,12000,Conductor,Overhead,Yes,3/15/2015 22:47,3/15/2015 22:47,Contact From Object,N.A.,Vehicle,Pole,Human Error,,,
25,3/19/2015,2015,3,19,12:20:11 AM,0,20,37.84163,-122.12176,Vegetation,Urban,< 3 meters ,Fire Agency,moraga fire,100498544,Pacific Bell,12000,Conductor,Overhead,Yes,3/19/2015 20:11,3/19/2015 20:11,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,,,
26,3/21/2015,2015,3,21,12:10:46 AM,0,10,40.16447999,-122.289389,Vegetation,Rural,< 3 meters ,Fire Agency,CAL FIRE,101546309,Pacific Bell,12000,Conductor,Overhead,Yes,3/21/2015 10:46,3/21/2015 10:46,Contact From Object,N.A.,Vehicle,Pole,Human Error,,,
27,3/21/2015,2015,3,21,12:11:03 AM,0,11,36.56658,-121.51428,Vegetation,Rural,< 0.25 Acres,Fire Agency,Monterey Regonal,101758338,Pacific Bell,12000,Conductor,Overhead,Yes,3/21/2015 11:03,3/21/2015 11:03,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,,,
28,3/31/2015,2015,3,31,12:13:33 AM,0,13,37.11247,-120.94326,Vegetation,Rural,< 3 meters ,Fire Agency,COUNTY FIRE,101199839,,0 – 750,Conductor,Overhead,Yes,3/31/2015 13:33,3/31/2015 13:33,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
29,4/2/2015,2015,4,2,12:09:44 AM,0,9,39.67721999,-121.491979,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,100338726,,12000,Conductor,Overhead,Yes,4/2/2015 9:44,4/2/2015 9:44,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,,,
30,4/4/2015,2015,4,4,12:16:49 AM,0,16,38.88244999,-122.59135,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,"20748 Jerusalem Grade Road, Middletown",,12000,Other,Overhead,Yes,4/4/2015 16:49,4/4/2015 16:49,Equipment/ Facility Failure,Other,N.A.,N.A.,Unknown,Booster,,
31,4/11/2015,2015,4,11,12:17:16 AM,0,17,40.5461873,-122.2342661,Vegetation,Rural,< 0.25 Acres,Unknown,,101491414,,12000,Conductor,Overhead,Yes,4/11/2015 17:16,4/11/2015 17:16,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
32,4/12/2015,2015,4,12,12:12:35 AM,0,12,40.18609,-122.213849,Vegetation,Rural,< 0.25 Acres,Fire Agency,NOT SURE 2ND ON SITE (1ST LXMX),101544984,,12000,Conductor,Overhead,Yes,4/12/2015 12:35,4/12/2015 12:35,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,,,
33,4/14/2015,2015,4,14,12:11:09 AM,0,11,38.02150999,-121.609989,Vegetation,Rural,< 3 meters ,Fire Agency,EAST CONTRA COSTA,100505773,Pacific Bell,0 – 750,Conductor,Overhead,Yes,4/14/2015 11:09,4/14/2015 11:09,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,,,
34,4/14/2015,2015,4,14,12:12:35 AM,0,12,38.17891,-121.6938433,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,AIRPORT RD BTW 2CD & 3RD P/S/O CHURCH RD,,21000,Conductor,Overhead,Yes,4/14/2015 12:35,4/14/2015 12:35,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
35,4/15/2015,2015,4,15,12:12:35 AM,0,12,39.1152267,-121.5710967,Vegetation,Urban,< 3 meters ,Unknown,,101319105,Pacific Bell,0 – 750,Conductor,Overhead,Yes,4/15/2015 12:35,4/15/2015 12:35,Equipment/ Facility Failure,Crossarm,N.A.,N.A.,Unknown,,,
36,4/16/2015,2015,4,16,12:17:35 AM,0,17,38.20541,-122.147549,Vegetation,Rural,< 3 meters ,Fire Agency,FAIRFIELD FD,SB 17513,,12000,Conductor,Overhead,Yes,4/16/2015 17:35,4/16/2015 17:35,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,,,
37,4/17/2015,2015,4,17,12:14:34 AM,0,14,37.004131,-119.729265,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,MADERA COUNTY,101118401,,21000,Conductor,Overhead,Yes,4/17/2015 14:34,4/17/2015 14:34,Other,N.A.,N.A.,N.A.,Other,bird nest caught fire,,
38,4/18/2015,2015,4,18,12:03:07 AM,0,3,38.68575999,-121.00839,Vegetation,Urban,< 3 meters ,Fire Agency,carmeron park F.D.,around t-7464,,21000,Conductor,Overhead,Yes,4/18/2015 3:07,4/18/2015 3:07,Contact From Object,N.A.,Vehicle,Pole,Human Error,,,
39,4/19/2015,2015,4,19,12:09:18 AM,0,9,36.57637,-119.66898,Vegetation,Rural,< 0.25 Acres,Self Extinguished,,100826688,Pacific Bell,12000,Conductor,Overhead,Yes,4/19/2015 9:18,4/19/2015 9:18,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,,,
40,4/19/2015,2015,4,19,12:13:01 AM,0,13,37.1571,-120.4145,Vegetation,Rural,< 0.25 Acres,Unknown,,101013878,,12000,Conductor,Overhead,Yes,4/19/2015 13:01,4/19/2015 13:01,Contact From Object,N.A.,Animal,Electric Facility,Unknown,,,
41,4/20/2015,2015,4,20,12:18:18 AM,0,18,36.9743083,-120.0175783,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,MFD,101211344,Pacific Bell,12000,Conductor,Overhead,Yes,4/20/2015 18:18,4/20/2015 18:18,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,,,
42,4/21/2015,2015,4,21,12:17:01 AM,0,17,34.931259,-120.440481,Vegetation,Urban,< 3 meters ,Self Extinguished,,101919414,Verizon,12000,Conductor,Overhead,Yes,4/21/2015 17:01,4/21/2015 17:01,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,,,
43,4/24/2015,2015,4,24,12:06:06 AM,0,6,38.0500667,-121.4966433,Vegetation,Rural,< 3 meters ,Fire Agency,unknown,levee rd s/o herman and helans resort,,21000,Conductor,Overhead,Yes,4/24/2015 6:06,4/24/2015 6:06,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,,,
